day,state,disturbance,environment,replicate,patch,resource,light,min,max,B,E,C,Pa,Pb,S,T,V
28,post,IV,high,7,1,h,D,19.7,20.4,2,0,1340,160,0,0,0,6
28,post,IV,high,7,2,b,L,19.7,20.4,60,0,280,20,0,2,380,0
28,post,IV,high,7,3,h,D,19.7,20.4,5,0,140,32,0,0,300,12
28,post,IV,high,7,4,b,D,19.7,20.4,10,0,1240,23,0,0,1,0
28,post,IV,high,7,5,h,L,19.7,20.4,0,0,140,120,0,0,140,17
28,post,IV,high,8,1,h,D,19.7,20.4,9,0,160,16,0,0,0,0
28,post,IV,high,8,2,b,L,19.7,20.4,11,2,300,80,0,1,500,2
28,post,IV,high,8,3,h,D,19.7,20.4,7,1,114,73,0,0,13,0
28,post,IV,high,8,4,b,D,19.7,20.4,19,0,1760,20,0,0,80,0
28,post,IV,high,8,5,h,L,19.7,20.4,5,0,960,240,0,0,160,1
32,post,control,constant,1,1,h,L,19.2,20.2,120,0,1540,280,0,0,1660,20
32,post,control,constant,1,2,b,L,19.2,20.2,99,0,78,18,0,1,24,15
32,post,control,constant,1,3,h,L,19.2,20.2,20,14,720,40,0,1,160,5
32,post,control,constant,1,4,b,L,19.2,20.2,20,6,600,80,0,4,60,10
32,post,control,constant,1,5,h,L,19.2,20.2,4,32,21,4,2,0,180,19
32,post,control,constant,2,1,h,L,19.2,20.2,4,4,211,4,0,0,39,5
32,post,control,constant,2,2,b,L,19.2,20.2,54,0,37,33,0,0,8,13
32,post,control,constant,2,3,h,L,19.2,20.2,10,0,1960,60,0,0,180,10
32,post,control,constant,2,4,b,L,19.2,20.2,76,0,25,1,0,0,30,12
32,post,control,constant,2,5,h,L,19.2,20.2,20,0,1120,20,0,0,91,5
32,post,control,constant,3,1,h,L,19.2,20.2,120,0,1280,0,0,0,1480,0
32,post,control,constant,3,2,b,L,19.2,20.2,120,2,940,0,0,1,240,5
32,post,control,constant,3,3,h,L,19.2,20.2,660,1,1580,0,0,0,320,15
32,post,control,constant,3,4,b,L,19.2,20.2,68,5,5,0,0,0,340,3
32,post,control,constant,3,5,h,L,19.2,20.2,40,2,92,0,0,0,260,26
32,post,control,constant,4,1,h,L,19.2,20.2,120,0,1140,29,0,1,9,3
32,post,control,constant,4,2,b,L,19.2,20.2,20,0,600,20,0,1,6,0
32,post,control,constant,4,3,h,L,19.2,20.2,20,0,440,100,0,3,1,5
32,post,control,constant,4,4,b,L,19.2,20.2,180,7,840,29,0,1,740,8
32,post,control,constant,4,5,h,L,19.2,20.2,20,1,260,300,0,0,3,1
32,post,control,constant,5,1,h,L,20.3,22.1,0,1,420,120,0,3,0,0
32,post,control,constant,5,2,b,L,20.3,22.1,8,0,130,100,0,1,89,0
32,post,control,constant,5,3,h,L,20.3,22.1,10,2,220,20,0,1,8,0
32,post,control,constant,5,4,b,L,20.3,22.1,320,10,21,40,0,0,50,0
32,post,control,constant,5,5,h,L,20.3,22.1,5,80,3560,640,0,3,440,60
32,post,control,constant,6,1,h,L,20.3,22.1,1,1,39,220,0,0,71,19
32,post,control,constant,6,2,b,L,20.3,22.1,1,0,24,0,0,0,66,0
32,post,control,constant,6,3,h,L,20.3,22.1,0,23,100,160,0,3,440,9
32,post,control,constant,6,4,b,L,20.3,22.1,15,0,119,120,0,1,480,0
32,post,control,constant,6,5,h,L,20.3,22.1,1,11,40,600,0,0,34,16
32,post,control,constant,7,1,h,L,20.3,22.1,40,1,120,180,0,0,36,11
32,post,control,constant,7,2,b,L,20.3,22.1,0,0,40,4,0,0,88,1
32,post,control,constant,7,3,h,L,20.3,22.1,40,4,85,40,0,0,460,26
32,post,control,constant,7,4,b,L,20.3,22.1,17,0,92,8,0,0,1020,0
32,post,control,constant,7,5,h,L,20.3,22.1,10,0,120,140,0,2,27,1
32,post,control,constant,8,1,h,L,20.3,22.1,27,2,80,120,0,1,320,0
32,post,control,constant,8,2,b,L,20.3,22.1,10,0,700,100,0,0,9,0
32,post,control,constant,8,3,h,L,20.3,22.1,20,3,100,220,0,1,300,1
32,post,control,constant,8,4,b,L,20.3,22.1,21,0,160,7,0,0,420,0
32,post,control,constant,8,5,h,L,20.3,22.1,17,10,80,120,0,0,440,43
32,post,II,constant,1,1,h,L,19.2,20.2,20,1,1280,60,0,0,260,17
32,post,II,constant,1,2,b,L,19.2,20.2,103,1,3,0,0,0,7,2
32,post,II,constant,1,3,h,L,19.2,20.2,180,4,740,20,0,0,39,2
32,post,II,constant,1,4,b,L,19.2,20.2,85,4,0,1,0,0,17,7
32,post,II,constant,1,5,h,L,19.2,20.2,80,9,1080,80,0,0,360,20
32,post,II,constant,2,1,h,L,19.2,20.2,20,0,3000,20,0,0,4,0
32,post,II,constant,2,2,b,L,19.2,20.2,46,0,7,0,0,0,340,11
32,post,II,constant,2,3,h,L,19.2,20.2,80,19,1300,300,0,0,240,7
32,post,II,constant,2,4,b,L,19.2,20.2,100,2,27,380,0,0,140,2
32,post,II,constant,2,5,h,L,19.2,20.2,46,0,1260,19,0,0,17,1
32,post,II,constant,3,1,h,L,19.2,20.2,140,0,1800,40,0,1,15,0
32,post,II,constant,3,2,b,L,19.2,20.2,11,1,3,11,0,0,15,6
32,post,II,constant,3,3,h,L,19.2,20.2,140,1,940,80,0,0,38,4
32,post,II,constant,3,4,b,L,19.2,20.2,23,0,38,2,0,0,89,2
32,post,II,constant,3,5,h,L,19.2,20.2,140,0,1560,100,0,0,4,11
32,post,II,constant,4,1,h,L,19.2,20.2,10,1,1700,460,0,0,1320,0
32,post,II,constant,4,2,b,L,19.2,20.2,3,1,1,10,0,0,460,3
32,post,II,constant,4,3,h,L,19.2,20.2,80,16,1700,140,0,0,580,5
32,post,II,constant,4,4,b,L,19.2,20.2,26,1,32,0,0,0,67,5
32,post,II,constant,4,5,h,L,19.2,20.2,80,1,1000,140,0,0,1580,5
32,post,II,constant,5,1,h,L,20.3,22.1,0,0,460,180,0,1,47,3
32,post,II,constant,5,2,b,L,20.3,22.1,17,0,7,15,0,0,0,0
32,post,II,constant,5,3,h,L,20.3,22.1,20,1,1360,120,0,0,420,17
32,post,II,constant,5,4,b,L,20.3,22.1,20,1,80,100,0,1,45,2
32,post,II,constant,5,5,h,L,20.3,22.1,0,0,67,17,0,0,5,2
32,post,II,constant,6,1,h,L,20.3,22.1,11,0,360,12,0,0,700,41
32,post,II,constant,6,2,b,L,20.3,22.1,8,0,6,2,0,0,240,0
32,post,II,constant,6,3,h,L,20.3,22.1,20,0,240,140,0,0,380,13
32,post,II,constant,6,4,b,L,20.3,22.1,8,0,16,5,0,0,49,2
32,post,II,constant,6,5,h,L,20.3,22.1,1,0,400,100,0,0,72,10
32,post,II,constant,7,1,h,L,20.3,22.1,10,11,45,340,0,0,240,27
32,post,II,constant,7,2,b,L,20.3,22.1,0,0,140,1,0,0,15,0
32,post,II,constant,7,3,h,L,20.3,22.1,30,4,5,80,0,0,62,1
32,post,II,constant,7,4,b,L,20.3,22.1,12,1,36,63,0,0,4,7
32,post,II,constant,7,5,h,L,20.3,22.1,10,1,340,260,0,0,1820,19
32,post,II,constant,8,1,h,L,20.3,22.1,20,2,340,200,0,0,1520,3
32,post,II,constant,8,2,b,L,20.3,22.1,24,2,1100,80,0,0,540,3
32,post,II,constant,8,3,h,L,20.3,22.1,10,14,180,120,0,0,61,2
32,post,II,constant,8,4,b,L,20.3,22.1,4,1,20,3,0,0,860,1
32,post,II,constant,8,5,h,L,20.3,22.1,20,3,11,160,0,0,38,4
32,post,IV,constant,1,1,h,L,19.2,20.2,100,5,400,360,0,0,81,12
32,post,IV,constant,1,2,b,L,19.2,20.2,1,0,37,0,0,0,22,57
32,post,IV,constant,1,3,h,L,19.2,20.2,20,1,740,60,0,0,6,6
32,post,IV,constant,1,4,b,L,19.2,20.2,27,0,660,64,0,0,8,2
32,post,IV,constant,1,5,h,L,19.2,20.2,20,1,1220,100,0,0,2900,0
32,post,IV,constant,2,1,h,L,19.2,20.2,21,0,340,31,0,0,30,3
32,post,IV,constant,2,2,b,L,19.2,20.2,13,0,0,8,0,0,1,3
32,post,IV,constant,2,3,h,L,19.2,20.2,10,0,3180,60,0,0,2,1
32,post,IV,constant,2,4,b,L,19.2,20.2,11,0,1580,300,0,0,320,7
32,post,IV,constant,2,5,h,L,19.2,20.2,12,3,820,60,0,0,400,9
32,post,IV,constant,3,1,h,L,19.2,20.2,360,0,1260,0,0,0,2,16
32,post,IV,constant,3,2,b,L,19.2,20.2,8,1,0,0,0,0,460,8
32,post,IV,constant,3,3,h,L,19.2,20.2,340,0,1840,0,0,0,5,2
32,post,IV,constant,3,4,b,L,19.2,20.2,61,0,400,0,0,0,400,12
32,post,IV,constant,3,5,h,L,19.2,20.2,180,0,500,0,0,0,2800,11
32,post,IV,constant,4,1,h,L,19.2,20.2,180,0,980,140,0,0,880,10
32,post,IV,constant,4,2,b,L,19.2,20.2,21,0,16,30,0,0,15,20
32,post,IV,constant,4,3,h,L,19.2,20.2,20,0,680,60,0,0,79,10
32,post,IV,constant,4,4,b,L,19.2,20.2,10,0,2100,360,0,0,40,20
32,post,IV,constant,4,5,h,L,19.2,20.2,10,1,20,160,0,0,41,0
32,post,IV,constant,5,1,h,L,20.3,22.1,16,3,620,69,0,0,960,3
32,post,IV,constant,5,2,b,L,20.3,22.1,0,0,18,1,0,0,109,4
32,post,IV,constant,5,3,h,L,20.3,22.1,1,3,1060,80,0,0,108,10
32,post,IV,constant,5,4,b,L,20.3,22.1,10,0,1260,44,0,0,39,0
32,post,IV,constant,5,5,h,L,20.3,22.1,10,0,1020,360,0,0,2980,9
32,post,IV,constant,6,1,h,L,20.3,22.1,4,0,220,55,0,0,420,0
32,post,IV,constant,6,2,b,L,20.3,22.1,1,0,15,1,0,0,32,2
32,post,IV,constant,6,3,h,L,20.3,22.1,1,0,800,160,0,0,1000,1
32,post,IV,constant,6,4,b,L,20.3,22.1,1,0,340,120,0,0,1560,5
32,post,IV,constant,6,5,h,L,20.3,22.1,20,0,120,80,0,0,160,17
32,post,IV,constant,7,1,h,L,20.3,22.1,20,0,1280,180,0,0,200,4
32,post,IV,constant,7,2,b,L,20.3,22.1,14,0,132,48,0,0,140,1
32,post,IV,constant,7,3,h,L,20.3,22.1,100,0,320,60,0,0,260,50
32,post,IV,constant,7,4,b,L,20.3,22.1,40,0,1020,40,0,0,10,2
32,post,IV,constant,7,5,h,L,20.3,22.1,10,0,118,160,0,0,1200,8
32,post,IV,constant,8,1,h,L,20.3,22.1,3,1,54,260,0,0,10,6
32,post,IV,constant,8,2,b,L,20.3,22.1,33,0,2460,100,0,0,240,0
32,post,IV,constant,8,3,h,L,20.3,22.1,6,0,74,120,0,0,28,0
32,post,IV,constant,8,4,b,L,20.3,22.1,3,0,3000,60,0,0,140,5
32,post,IV,constant,8,5,h,L,20.3,22.1,10,0,30,140,0,0,48,0
32,post,control,high,1,1,h,D,19.2,20.2,100,33,4,260,0,0,10,13
32,post,control,high,1,2,b,L,19.2,20.2,7,0,10,8,0,0,120,31
32,post,control,high,1,3,h,D,19.2,20.2,20,0,40,140,0,0,11,14
32,post,control,high,1,4,b,D,19.2,20.2,65,1,0,13,0,0,4,13
32,post,control,high,1,5,h,L,19.2,20.2,160,6,11,120,0,0,8,15
32,post,control,high,2,1,h,D,19.2,20.2,32,4,156,8,0,0,320,5
32,post,control,high,2,2,b,L,19.2,20.2,51,0,49,10,0,0,38,5
32,post,control,high,2,3,h,D,19.2,20.2,40,0,540,180,0,0,16,12
32,post,control,high,2,4,b,D,19.2,20.2,26,0,91,31,0,0,3,4
32,post,control,high,2,5,h,L,19.2,20.2,6,0,1060,61,0,0,14,0
32,post,control,high,3,1,h,D,19.2,20.2,17,0,240,5,0,0,160,4
32,post,control,high,3,2,b,L,19.2,20.2,49,0,12,1,0,0,5,16
32,post,control,high,3,3,h,D,19.2,20.2,41,3,800,25,0,0,700,0
32,post,control,high,3,4,b,D,19.2,20.2,5,11,6,3,0,0,68,1
32,post,control,high,3,5,h,L,19.2,20.2,40,0,180,3,0,0,1440,19
32,post,control,high,4,1,h,D,19.2,20.2,100,4,480,35,0,0,25,0
32,post,control,high,4,2,b,L,19.2,20.2,8,0,2,0,0,0,0,1
32,post,control,high,4,3,h,D,19.2,20.2,60,7,660,40,0,0,30,4
32,post,control,high,4,4,b,D,19.2,20.2,21,1,720,0,0,0,260,3
32,post,control,high,4,5,h,L,19.2,20.2,20,1,840,120,0,0,10,4
32,post,control,high,5,1,h,D,20.3,22.1,2,3,300,100,0,0,33,2
32,post,control,high,5,2,b,L,20.3,22.1,4,0,59,4,0,0,33,7
32,post,control,high,5,3,h,D,20.3,22.1,3,0,17,1,0,0,12,0
32,post,control,high,5,4,b,D,20.3,22.1,12,0,2,9,0,0,27,1
32,post,control,high,5,5,h,L,20.3,22.1,0,1,43,220,0,3,26,4
32,post,control,high,6,1,h,D,20.3,22.1,2,0,114,120,0,0,20,0
32,post,control,high,6,2,b,L,20.3,22.1,2,0,9,0,0,0,72,3
32,post,control,high,6,3,h,D,20.3,22.1,0,0,400,40,0,0,6,0
32,post,control,high,6,4,b,D,20.3,22.1,10,0,23,18,0,0,740,3
32,post,control,high,6,5,h,L,20.3,22.1,1,2,120,320,0,0,7,0
32,post,control,high,7,1,h,D,20.3,22.1,0,1,70,26,0,0,260,37
32,post,control,high,7,2,b,L,20.3,22.1,62,0,13,0,0,0,220,0
32,post,control,high,7,3,h,D,20.3,22.1,2,0,260,180,0,0,320,1
32,post,control,high,7,4,b,D,20.3,22.1,5,0,91,4,0,0,43,6
32,post,control,high,7,5,h,L,20.3,22.1,6,6,60,100,0,0,540,9
32,post,control,high,8,1,h,D,20.3,22.1,10,0,440,120,0,0,36,4
32,post,control,high,8,2,b,L,20.3,22.1,10,0,860,140,0,0,3,0
32,post,control,high,8,3,h,D,20.3,22.1,10,0,220,200,0,0,30,19
32,post,control,high,8,4,b,D,20.3,22.1,0,0,180,10,0,0,31,2
32,post,control,high,8,5,h,L,20.3,22.1,4,1,180,140,0,0,1560,11
32,post,II,high,1,1,h,D,19.2,20.2,20,0,1920,140,0,0,90,3
32,post,II,high,1,2,b,L,19.2,20.2,83,3,11,16,0,0,13,0
32,post,II,high,1,3,h,D,19.2,20.2,10,1,880,140,0,0,160,60
32,post,II,high,1,4,b,D,19.2,20.2,40,1,900,20,0,0,28,6
32,post,II,high,1,5,h,L,19.2,20.2,80,0,1720,60,0,0,2260,14
32,post,II,high,2,1,h,D,19.2,20.2,0,0,260,180,0,0,6,6
32,post,II,high,2,2,b,L,19.2,20.2,29,2,7,2,0,0,27,10
32,post,II,high,2,3,h,D,19.2,20.2,10,0,2320,200,0,0,4,5
32,post,II,high,2,4,b,D,19.2,20.2,11,1,1,4,0,0,26,6
32,post,II,high,2,5,h,L,19.2,20.2,10,0,420,24,0,0,200,0
32,post,II,high,3,1,h,D,19.2,20.2,20,160,340,280,0,0,340,24
32,post,II,high,3,2,b,L,19.2,20.2,20,0,11,100,0,0,520,5
32,post,II,high,3,3,h,D,19.2,20.2,10,0,680,80,0,1,20,5
32,post,II,high,3,4,b,D,19.2,20.2,80,0,660,120,0,0,360,5
32,post,II,high,3,5,h,L,19.2,20.2,120,30,920,80,0,0,820,20
32,post,II,high,4,1,h,D,19.2,20.2,40,0,920,140,0,0,120,0
32,post,II,high,4,2,b,L,19.2,20.2,4,0,340,28,0,0,1060,1
32,post,II,high,4,3,h,D,19.2,20.2,10,0,660,240,0,0,0,9
32,post,II,high,4,4,b,D,19.2,20.2,35,8,75,8,0,0,4,17
32,post,II,high,4,5,h,L,19.2,20.2,140,0,1400,260,0,0,0,2
32,post,II,high,5,1,h,D,20.3,22.1,27,0,66,0,0,0,119,31
32,post,II,high,5,2,b,L,20.3,22.1,16,3,840,4,0,9,2080,1
32,post,II,high,5,3,h,D,20.3,22.1,11,0,600,81,0,0,2080,26
32,post,II,high,5,4,b,D,20.3,22.1,47,0,118,1,0,0,2160,3
32,post,II,high,5,5,h,L,20.3,22.1,40,0,160,3,0,0,180,60
32,post,II,high,6,1,h,D,20.3,22.1,10,0,2200,280,0,0,420,0
32,post,II,high,6,2,b,L,20.3,22.1,70,3,2,0,0,0,130,12
32,post,II,high,6,3,h,D,20.3,22.1,20,31,800,280,0,0,800,11
32,post,II,high,6,4,b,D,20.3,22.1,25,0,20,8,0,0,480,6
32,post,II,high,6,5,h,L,20.3,22.1,120,0,2940,400,0,0,320,5
32,post,II,high,7,1,h,D,20.3,22.1,20,0,420,80,0,0,1200,4
32,post,II,high,7,2,b,L,20.3,22.1,1,0,32,5,0,0,440,10
32,post,II,high,7,3,h,D,20.3,22.1,0,0,19,120,0,0,71,5
32,post,II,high,7,4,b,D,20.3,22.1,0,1,680,120,0,0,840,2
32,post,II,high,7,5,h,L,20.3,22.1,0,0,40,21,0,0,1060,23
32,post,II,high,8,1,h,D,20.3,22.1,10,0,1360,400,0,0,240,8
32,post,II,high,8,2,b,L,20.3,22.1,10,1,500,160,0,0,300,6
32,post,II,high,8,3,h,D,20.3,22.1,20,0,340,180,0,0,1220,6
32,post,II,high,8,4,b,D,20.3,22.1,160,1,240,80,0,0,94,0
32,post,II,high,8,5,h,L,20.3,22.1,10,0,300,100,0,0,63,10
32,post,IV,high,1,1,h,D,19.2,20.2,40,0,700,60,0,0,10,15
32,post,IV,high,1,2,b,L,19.2,20.2,0,0,0,3,0,0,21,9
32,post,IV,high,1,3,h,D,19.2,20.2,60,1,520,40,0,0,110,3
32,post,IV,high,1,4,b,D,19.2,20.2,10,0,980,40,0,0,2,7
32,post,IV,high,1,5,h,L,19.2,20.2,40,0,4400,80,0,0,12,1
32,post,IV,high,2,1,h,D,19.2,20.2,20,0,3000,140,0,0,138,0
32,post,IV,high,2,2,b,L,19.2,20.2,19,1,29,3,0,0,220,13
32,post,IV,high,2,3,h,D,19.2,20.2,5,0,660,180,0,0,1,11
32,post,IV,high,2,4,b,D,19.2,20.2,60,0,780,20,0,0,3,6
32,post,IV,high,2,5,h,L,19.2,20.2,40,1,1660,80,0,0,0,7
32,post,IV,high,3,1,h,D,19.2,20.2,10,0,440,60,0,0,31,3
32,post,IV,high,3,2,b,L,19.2,20.2,7,0,65,10,0,0,140,17
32,post,IV,high,3,3,h,D,19.2,20.2,20,0,1860,160,0,0,360,3
32,post,IV,high,3,4,b,D,19.2,20.2,80,0,1260,10,0,0,440,0
32,post,IV,high,3,5,h,L,19.2,20.2,7,0,400,1,0,0,101,6
32,post,IV,high,4,1,h,D,19.2,20.2,10,1,720,180,0,0,72,8
32,post,IV,high,4,2,b,L,19.2,20.2,20,3,680,40,0,0,26,4
32,post,IV,high,4,3,h,D,19.2,20.2,19,0,180,120,0,0,640,10
32,post,IV,high,4,4,b,D,19.2,20.2,7,0,360,4,0,0,14,0
32,post,IV,high,4,5,h,L,19.2,20.2,20,0,1000,340,0,0,11,0
32,post,IV,high,5,1,h,D,20.3,22.1,20,0,3600,200,0,0,340,3
32,post,IV,high,5,2,b,L,20.3,22.1,60,2,1260,40,0,1,600,0
32,post,IV,high,5,3,h,D,20.3,22.1,0,0,520,120,0,0,4800,17
32,post,IV,high,5,4,b,D,20.3,22.1,5,0,3300,100,0,0,25,4
32,post,IV,high,5,5,h,L,20.3,22.1,80,1,980,140,0,1,1540,0
32,post,IV,high,6,1,h,D,20.3,22.1,10,0,40,140,0,0,440,22
32,post,IV,high,6,2,b,L,20.3,22.1,18,0,0,0,0,0,73,14
32,post,IV,high,6,3,h,D,20.3,22.1,11,0,140,16,0,0,640,0
32,post,IV,high,6,4,b,D,20.3,22.1,37,0,2220,39,0,0,340,5
32,post,IV,high,6,5,h,L,20.3,22.1,20,0,2400,60,0,0,1200,6
32,post,IV,high,7,1,h,D,20.3,22.1,0,0,76,35,0,0,98,14
32,post,IV,high,7,2,b,L,20.3,22.1,41,0,56,44,0,0,119,0
32,post,IV,high,7,3,h,D,20.3,22.1,1,0,300,60,0,0,180,20
32,post,IV,high,7,4,b,D,20.3,22.1,1,0,3000,60,0,0,6,0
32,post,IV,high,7,5,h,L,20.3,22.1,1,0,320,60,0,0,4000,9
32,post,IV,high,8,1,h,D,20.3,22.1,8,0,580,40,0,0,46,0
32,post,IV,high,8,2,b,L,20.3,22.1,7,5,320,60,0,2,29,3
32,post,IV,high,8,3,h,D,20.3,22.1,3,1,76,60,0,0,25,12
32,post,IV,high,8,4,b,D,20.3,22.1,10,0,1480,60,0,0,1540,4
32,post,IV,high,8,5,h,L,20.3,22.1,10,0,320,120,0,0,480,5
36,post,control,constant,1,1,h,L,22.5,22.7,60,0,1060,80,0,0,540,4
36,post,control,constant,1,2,b,L,22.5,22.7,140,0,240,40,0,0,15,8
36,post,control,constant,1,3,h,L,22.5,22.7,20,13,1480,80,0,5,44,16
36,post,control,constant,1,4,b,L,22.5,22.7,120,4,360,40,0,0,19,12
36,post,control,constant,1,5,h,L,22.5,22.7,1,11,200,60,4,0,131,4
36,post,control,constant,2,1,h,L,22.5,22.7,11,0,238,0,0,0,6,23
36,post,control,constant,2,2,b,L,22.5,22.7,95,1,13,6,0,0,12,1
36,post,control,constant,2,3,h,L,22.5,22.7,20,0,1740,100,0,0,240,4
36,post,control,constant,2,4,b,L,22.5,22.7,58,0,18,1,0,0,22,16
36,post,control,constant,2,5,h,L,22.5,22.7,80,0,1060,40,0,0,68,3
36,post,control,constant,3,1,h,L,22.5,22.7,52,3,40,0,0,0,1040,4
36,post,control,constant,3,2,b,L,22.5,22.7,73,2,14,0,0,0,400,3
36,post,control,constant,3,3,h,L,22.5,22.7,180,3,1720,0,0,0,1140,2
36,post,control,constant,3,4,b,L,22.5,22.7,95,1,0,0,0,0,800,3
36,post,control,constant,3,5,h,L,22.5,22.7,3,0,12,0,0,0,240,17
36,post,control,constant,4,1,h,L,22.5,22.7,120,0,660,120,0,0,0,2
36,post,control,constant,4,2,b,L,22.5,22.7,10,0,940,10,0,0,1,13
36,post,control,constant,4,3,h,L,22.5,22.7,10,4,500,80,0,0,1,3
36,post,control,constant,4,4,b,L,22.5,22.7,140,6,400,20,0,0,600,34
36,post,control,constant,4,5,h,L,22.5,22.7,20,0,340,140,0,2,0,9
36,post,control,constant,5,1,h,L,22.3,22.7,0,0,440,120,0,12,9,0
36,post,control,constant,5,2,b,L,22.3,22.7,4,0,160,45,0,0,19,0
36,post,control,constant,5,3,h,L,22.3,22.7,5,3,660,60,0,8,5,0
36,post,control,constant,5,4,b,L,22.3,22.7,62,2,32,60,0,0,74,1
36,post,control,constant,5,5,h,L,22.3,22.7,1,1,82,200,0,8,12,0
36,post,control,constant,6,1,h,L,22.3,22.7,3,2,80,140,0,0,54,4
36,post,control,constant,6,2,b,L,22.3,22.7,0,0,43,4,0,0,67,0
36,post,control,constant,6,3,h,L,22.3,22.7,0,0,180,100,0,0,220,4
36,post,control,constant,6,4,b,L,22.3,22.7,7,0,80,180,0,3,65,1
36,post,control,constant,6,5,h,L,22.3,22.7,0,1,71,380,0,0,39,4
36,post,control,constant,7,1,h,L,22.3,22.7,1,4,60,340,0,0,83,1
36,post,control,constant,7,2,b,L,22.3,22.7,0,0,80,30,0,1,140,7
36,post,control,constant,7,3,h,L,22.3,22.7,15,2,31,60,0,0,180,4
36,post,control,constant,7,4,b,L,22.3,22.7,19,0,76,10,0,6,220,8
36,post,control,constant,7,5,h,L,22.3,22.7,0,0,118,160,0,3,70,0
36,post,control,constant,8,1,h,L,22.3,22.7,60,1,180,180,0,1,80,0
36,post,control,constant,8,2,b,L,22.3,22.7,0,2,1,1,0,0,2,11
36,post,control,constant,8,3,h,L,22.3,22.7,1,3,52,60,0,0,11,9
36,post,control,constant,8,4,b,L,22.3,22.7,3,0,35,1,0,0,85,0
36,post,control,constant,8,5,h,L,22.3,22.7,60,11,142,40,0,0,32,4
36,post,II,constant,1,1,h,L,22.5,22.7,100,0,1320,340,0,0,320,8
36,post,II,constant,1,2,b,L,22.5,22.7,100,0,5,0,0,0,10,10
36,post,II,constant,1,3,h,L,22.5,22.7,100,1,147,0,0,0,28,0
36,post,II,constant,1,4,b,L,22.5,22.7,58,1,3,0,0,0,20,0
36,post,II,constant,1,5,h,L,22.5,22.7,80,8,220,60,0,0,320,2
36,post,II,constant,2,1,h,L,22.5,22.7,10,0,2340,10,0,0,40,0
36,post,II,constant,2,2,b,L,22.5,22.7,10,0,10,19,0,0,39,0
36,post,II,constant,2,3,h,L,22.5,22.7,21,0,13,300,0,0,1100,13
36,post,II,constant,2,4,b,L,22.5,22.7,60,1,17,80,0,0,50,13
36,post,II,constant,2,5,h,L,22.5,22.7,40,0,1160,23,0,0,420,0
36,post,II,constant,3,1,h,L,22.5,22.7,10,0,1660,180,0,2,7,2
36,post,II,constant,3,2,b,L,22.5,22.7,80,1,22,40,0,0,94,2
36,post,II,constant,3,3,h,L,22.5,22.7,10,0,200,10,0,0,82,1
36,post,II,constant,3,4,b,L,22.5,22.7,10,1,60,36,0,0,56,7
36,post,II,constant,3,5,h,L,22.5,22.7,160,0,1440,240,0,0,54,2
36,post,II,constant,4,1,h,L,22.5,22.7,20,0,2100,220,0,0,700,0
36,post,II,constant,4,2,b,L,22.5,22.7,1,1,0,3,0,0,149,10
36,post,II,constant,4,3,h,L,22.5,22.7,80,10,1720,140,0,1,680,15
36,post,II,constant,4,4,b,L,22.5,22.7,10,0,10,5,0,0,19,12
36,post,II,constant,4,5,h,L,22.5,22.7,140,2,900,240,0,0,110,2
36,post,II,constant,5,1,h,L,22.3,22.7,0,0,540,60,0,0,75,3
36,post,II,constant,5,2,b,L,22.3,22.7,13,0,5,35,0,0,5,0
36,post,II,constant,5,3,h,L,22.3,22.7,19,1,780,60,0,4,180,13
36,post,II,constant,5,4,b,L,22.3,22.7,17,0,42,60,0,0,108,0
36,post,II,constant,5,5,h,L,22.3,22.7,0,0,72,20,0,0,74,8
36,post,II,constant,6,1,h,L,22.3,22.7,1,0,71,13,0,0,160,21
36,post,II,constant,6,2,b,L,22.3,22.7,38,0,3,0,0,0,37,1
36,post,II,constant,6,3,h,L,22.3,22.7,3,0,240,80,0,0,480,4
36,post,II,constant,6,4,b,L,22.3,22.7,5,1,6,4,0,0,9,0
36,post,II,constant,6,5,h,L,22.3,22.7,3,1,240,60,0,0,33,21
36,post,II,constant,7,1,h,L,22.3,22.7,5,0,8,220,0,0,40,47
36,post,II,constant,7,2,b,L,22.3,22.7,4,0,4,5,0,0,22,1
36,post,II,constant,7,3,h,L,22.3,22.7,3,1,4,140,0,0,41,1
36,post,II,constant,7,4,b,L,22.3,22.7,7,0,60,20,0,0,3,20
36,post,II,constant,7,5,h,L,22.3,22.7,1,0,135,120,0,0,1600,23
36,post,II,constant,8,1,h,L,22.3,22.7,4,1,500,220,0,0,1200,0
36,post,II,constant,8,2,b,L,22.3,22.7,4,0,60,16,0,0,140,19
36,post,II,constant,8,3,h,L,22.3,22.7,40,59,160,200,0,0,340,18
36,post,II,constant,8,4,b,L,22.3,22.7,31,0,28,13,0,0,39,5
36,post,II,constant,8,5,h,L,22.3,22.7,5,5,7,300,0,1,17,13
36,post,IV,constant,1,1,h,L,22.5,22.7,120,4,1000,460,0,0,67,7
36,post,IV,constant,1,2,b,L,22.5,22.7,2,2,81,9,0,0,19,24
36,post,IV,constant,1,3,h,L,22.5,22.7,10,0,500,120,0,0,200,6
36,post,IV,constant,1,4,b,L,22.5,22.7,60,0,560,360,0,0,22,2
36,post,IV,constant,1,5,h,L,22.5,22.7,10,3,1100,120,0,0,1180,5
36,post,IV,constant,2,1,h,L,22.5,22.7,40,0,680,160,0,0,80,1
36,post,IV,constant,2,2,b,L,22.5,22.7,10,0,7,22,0,0,6,0
36,post,IV,constant,2,3,h,L,22.5,22.7,10,0,2700,100,0,0,7,0
